latitude,longitude,gravity,height,disturbance,terrain_effect,topo_free_disturbance
23.83333333333333,-11.833333333333343,975820.725,10000.0,24.397927499143407,22.215450815691028,2.1824766834523786
23.83333333333333,-11.666666666666686,975818.025,10000.0,21.697927499189973,21.806842038053485,-0.10891453886351243
23.83333333333333,-11.5,975815.525,10000.0,19.197927499189973,21.14577387948767,-1.9478463802976975
23.83333333333333,-11.333333333333343,975815.425,10000.0,19.097927499213256,20.392305227313837,-1.2943777281005815
23.83333333333333,-11.166666666666686,975817.725,10000.0,21.397927499143407,19.789238489239423,1.6086890099039834
23.83333333333333,-11.0,975820.525,10000.0,24.197927499189973,19.67073029262217,4.527197206567802
23.83333333333333,-10.833333333333343,975822.525,10000.0,26.197927499189973,19.89067315869791,6.307254340492062
23.83333333333333,-10.666666666666686,975822.825,10000.0,26.497927499120124,20.124765146585528,6.373162352534596
23.83333333333333,-10.5,975821.725,10000.0,25.397927499143407,20.73025612346878,4.667671375674626
23.83333333333333,-10.333333333333343,975820.525,10000.0,24.197927499189973,20.815380300404556,3.382547198785417
23.83333333333333,-10.166666666666686,975819.325,10000.0,22.997927499120124,20.663458040103635,2.334469459016489
23.83333333333333,-10.0,975816.325,10000.0,19.997927499120124,19.894485907576392,0.10344159154373145
23.83333333333333,-9.833333333333343,975811.725,10000.0,15.397927499143407,19.125170716747274,-3.727243217603867
23.83333333333333,-9.666666666666686,975809.025,10000.0,12.697927499189973,17.6556821540625,-4.957754654872527
23.83333333333333,-9.5,975809.825,10000.0,13.497927499120124,9.894120887807372,3.603806611312752
24.0,-22.5,975811.425,10000.0,3.9405095708789304,-123.80414934416183,127.74465891504076
24.0,-22.333333333333343,975811.125,10000.0,3.6405095708323643,-203.1913701504661,206.83187972129846
24.0,-22.166666666666686,975811.025,10000.0,3.5405095708556473,-223.2880547025195,226.82856427337515
24.0,-22.0,975810.225,10000.0,2.740509570809081,-229.24649038950983,231.9869999603189
24.0,-21.833333333333343,975809.525,10000.0,2.0405095708556473,-231.43013960889334,233.470649179749
